,token,pos,lemma_gold,lemma_pred
258851,Das,DET,das,Das
258854,finnischen,ADJ,finnisch,finnischen
258855,Herstellers,NOUN,Hersteller,Herstellers
258858,ermöglicht,VERB,ermöglichen,ermöglicht
258863,ihrer,PRON,sein,ihrer
258864,eigenen,ADJ,eigen,eigenen
258865,Modellierungswerkzeuge,NOUN,Werkzeug,Modellierungswerkzeuge
258867,Code-Generatoren,NOUN,Generator,Code-Generatoren
258869,Dokumentationsberichte,NOUN,Bericht,Dokumentationsberichte
258877,Im,ADP,im,Im
258878,Lieferumfang,NOUN,Umfang,Lieferumfang
258880,sind,AUX,sein,sind
258881,Komponenten,NOUN,Komponente,Komponenten
258885,Design-Methoden,NOUN,Methode,Design-Methoden
258893,automatischen,ADJ,automatisch,automatischen
258894,Code-Generierung,NOUN,unknown,Code-Generierung
258896,verschiedenen,ADJ,verscheiden,verschiedenen
258897,Sprachen,NOUN,Sprache,Sprachen
258907,Sämtliche,DET,sämtlich,Sämtliche
258908,Komponenten,NOUN,Komponente,Komponenten
258911,individuellen,ADJ,individuell,individuellen
258912,Bedürfnissen,NOUN,Bedürfnis,Bedürfnissen
258918,eigene,ADJ,eigen,eigene
258919,Bibiotheken,NOUN,Theke,Bibiotheken
258923,hat,AUX,haben,hat
258930,stattfindenden,ADJ,stattfinden,stattfindenden
258933,zweite,ADJ,zweit,zweite
258934,Beta-Version,NOUN,Version,Beta-Version
258937,Frameworks,NOUN,Ork,Frameworks
258942,vorgestellt,VERB,vorstellen,vorgestellt
258944,Ersteres,PRON,ersteres,Ersteres
258945,steht,VERB,stehen,steht
258954,kann,AUX,können,kann
258957,dieselbe,DET,derselbe,dieselbe
258963,MSDN-Abonnenten,NOUN,Abonnent,MSDN-Abonnenten
258967,127-MByte-Download,NOUN,Download,127-MByte-Download
258973,Sie,PRON,sie,Sie
258975,beides,PRON,beide,beides
258977,einer,PRON,ein,einer
258979,nächsten,ADJ,nah,nächsten
258980,Lieferungen,NOUN,Lieferung,Lieferungen
258983,Die,DET,die,Die
258984,VisualStudio-CD,NOUN,CD,VisualStudio-CD
258987,Normalentwickler,NOUN,Entwickler,Normalentwickler
258988,enthält,VERB,enthalten,enthält
258992,Framework,NOUN,unknown,Framework
258994,soll,AUX,sollen,soll
258999,ausgeliefert,VERB,ausliefern,ausgeliefert
259002,Beim,ADP,beim,Beim
259005,handelt,VERB,handeln,handelt
259010,neue,ADJ,neu,neue
259011,Klassenbibliothek,NOUN,Bibliothek,Klassenbibliothek
259013,Laufzeitumgebung,NOUN,Umgebung,Laufzeitumgebung
259021,herkömmliche,ADJ,herkömmlich,herkömmliche
259022,Windows-API,NOUN,unknown,Windows-API
259024,soll,AUX,sollen,soll
259027,allem,PRON,all,allem
259028,Neuerungen,NOUN,Neuerung,Neuerungen
259035,enthält,VERB,enthalten,enthält
259039,ist,AUX,sein,ist
259042,diese,DET,dies,diese
259044,abgestimmte,ADJ,abstimmen,abgestimmte
259045,Entwicklungssystem,NOUN,System,Entwicklungssystem
259047,enthält,VERB,enthalten,enthält
259049,anderem,PRON,ander,anderem
259051,neue,ADJ,neu,neue
259055,Systems,X,systems,Systems
259058,Zum,ADP,zum,Zum
259059,ersten,ADJ,NULL,ersten
259061,war,AUX,sein,war
259066,endgültige,ADJ,endgültig,endgültige
259071,Servers,NOUN,Server,Servers
259079,Bevor,SCONJ,bevor,Bevor
259086,ist,AUX,sein,ist
259091,einige,DET,einig,einige
259092,Wochen,NOUN,Woche,Wochen
259095,Als,CCONJ,als,Als
259096,offizieller,ADJ,offiziell,offizieller
259100,Markteinführung,NOUN,Einführung,Markteinführung
259101,wurde,AUX,werden,wurde
259104,genannt,VERB,nennen,genannt
259107,Preise,NOUN,Preis,Preise
259110,Angaben,NOUN,Angabe,Angaben
259112,Herstellers,NOUN,Hersteller,Herstellers
259117,Systems,X,systems,Systems
259119,Einen,DET,einen,Einen
259120,großen,ADJ,groß,großen
259123,Rechenzeit,NOUN,Zeit,Rechenzeit
259134,externe,ADJ,extern,externe
259135,Datenbanken,NOUN,Datenbank,Datenbanken
259137,Mit,ADP,mit,Mit
259139,stellt,VERB,stellen,stellt
259143,Datenserver,NOUN,Server,Datenserver
259147,diese,DET,dies,diese
259148,Daten,NOUN,Datum,Daten
259152,Applikationsservers,NOUN,Server,Applikationsservers
259156,bereitstellt,VERB,bereitstellen,bereitstellt
259158,Durch,ADP,durch,Durch
259159,intelligentes,ADJ,intelligent,intelligentes
259160,Caching,NOUN,unknown,Caching
259163,Zugriffe,NOUN,Zugriff,Zugriffe
259169,reduziert,VERB,reduzieren,reduziert
259171,Die,DET,die,Die
259174,EJB-Anwendungen,NOUN,Anwendung,EJB-Anwendungen
259179,allem,PRON,all,allem
259182,eingesetzt,VERB,einsetzen,eingesetzt
259185,kann,AUX,können,kann
259188,Angaben,NOUN,Angabe,Angaben
259190,Herstellers,NOUN,Hersteller,Herstellers
259196,gesteigert,VERB,steigern,gesteigert
259200,beschleunige,VERB,beschleunigen,beschleunige
259204,solcher,DET,solch,solcher
259205,Anwendungen,NOUN,Anwendung,Anwendungen
259212,Daten,NOUN,Datum,Daten
259214,verschiedenen,ADJ,verscheiden,verschiedenen
259215,Quellen,NOUN,Quelle,Quellen
259216,vereinheitlicht,VERB,vereinheitlichen,vereinheitlicht
259218,Aufgaben,NOUN,Aufgabe,Aufgaben
259226,verbirgt,VERB,verbergen,verbirgt
259229,ist,AUX,sein,ist
259234,lässt,VERB,lassen,lässt
259237,verschiedene,ADJ,verschieden,verschiedene
259238,Applikationsserver,NOUN,Server,Applikationsserver
259251,Database,X,database,Database
259258,neue,ADJ,neu,neue
259259,Werkzeuge,NOUN,Werkzeug,Werkzeuge
259267,IDC-Studie,NOUN,Studie,IDC-Studie
259270,Marktführer,NOUN,Führer,Marktführer
259273,objektorientierter,ADJ,objektorientiert,objektorientierter
259274,Datenbanken,NOUN,Datenbank,Datenbanken
259283,vorstellt,VERB,vorstellen,vorstellt
259285,Mit,ADP,mit,Mit
259286,diesen,DET,dies,diesen
259287,Tools,NOUN,Tool,Tools
259288,soll,AUX,sollen,soll
259292,Objektdatenbanksystems,NOUN,System,Objektdatenbanksystems
259295,Entwicklungsumgebungen,NOUN,Umgebung,Entwicklungsumgebungen
259303,vereinfacht,VERB,vereinfachen,vereinfacht
259306,Der,DET,der,Der
259309,unterstützt,VERB,unterstützen,unterstützt
259320,Klassen,NOUN,Klasse,Klassen
259322,ihren,PRON,sein,ihren
259323,Attributen,NOUN,Attribut,Attributen
259325,Beziehungen,NOUN,Beziehung,Beziehungen
259327,generiert,VERB,generieren,generiert
259330,Schema-Files,NOUN,File,Schema-Files
259332,Aus,ADP,aus,Aus
259333,diesen,DET,dies,diesen
259334,Dateien,NOUN,Datei,Dateien
259335,generiert,VERB,generieren,generiert
259340,Visual-C++-Quelltext,NOUN,Text,Visual-C++-Quelltext
259342,COM-Objekte,NOUN,Objekt,COM-Objekte
259346,andere,ADJ,ander,andere
259347,Entwicklungswerkzeuge,NOUN,Werkzeug,Entwicklungswerkzeuge
259351,Objektdatenbank,NOUN,Datenbank,Objektdatenbank
259355,Ein,DET,ein,Ein
259356,späteres,ADJ,spät,späteres
259357,Release,NOUN,unknown,Release
259358,soll,AUX,sollen,soll
259360,Java-Komponenten,NOUN,Komponente,Java-Komponenten
259365,Die,DET,die,Die
259366,Tools,NOUN,Tool,Tools
259369,ObjectStore-Anwender,NOUN,Anwender,ObjectStore-Anwender
259374,Beta-Version,NOUN,Version,Beta-Version
259380,Ab,ADP,ab,Ab
259385,ihrer,PRON,sein,ihrer
259386,endgültigen,ADJ,endgültig,endgültigen
259392,Lieferumfang,NOUN,Umfang,Lieferumfang
259398,Im,ADP,im,Im
259404,Deutschen,ADJ,deutsch,Deutschen
259406,entwickelt,VERB,entwickeln,entwickelt
259412,neue,ADJ,neu,neue
259413,Sicherheitsmechanismen,NOUN,Mechanismus,Sicherheitsmechanismen
259415,seine,PRON,sein,seine
259416,PC-Datenbank,NOUN,Datenbank,PC-Datenbank
259419,Damit,ADV,damit,Damit
259420,wird,AUX,werden,wird
259425,komplette,ADJ,komplett,komplette
259426,Datenbanken,NOUN,Datenbank,Datenbanken
259428,einzelne,ADJ,einzeln,einzelne
259429,Tabellen,NOUN,Tabelle,Tabellen
259433,Diese,DET,dies,Diese
259434,Features,NOUN,Feature,Features
259441,dieses,DET,dies,dieses
259442,Jahres,NOUN,Jahr,Jahres
259443,angekündigten,ADJ,ankündigen,angekündigten
259447,Standard-Lieferumfang,NOUN,Umfang,Standard-Lieferumfang
259452,Bereits,ADV,bereits,Bereits
259455,nächsten,ADJ,nah,nächsten
259456,Wochen,NOUN,Woche,Wochen
259457,soll,AUX,sollen,soll
259463,Client-Server-Entwicklungssystem,NOUN,System,Client-Server-Entwicklungssystem
259478,verbesserten,ADJ,verbessern,verbesserten
259479,Benutzeroberfläche,NOUN,Oberfläche,Benutzeroberfläche
259483,ActiveX-Controls,NOUN,unknown,ActiveX-Controls
259486,In,ADP,in,In
259490,sind,AUX,sein,sind
259493,Volltextsuchmaschine,NOUN,Suchmaschine,Volltextsuchmaschine
259499,integriert,VERB,integrieren,integriert
259504,verwalteten,ADJ,verwalten,verwalteten
259505,Dokumente,NOUN,Dokument,Dokumente
259508,veröffentlicht,VERB,veröffentlichen,veröffentlicht
259512,Der,DET,der,Der
259515,dient,VERB,dienen,dient
259520,Projektverwaltung,NOUN,Verwaltung,Projektverwaltung
259522,bietet,VERB,bieten,bietet
259525,Multi-User-Funktionen,NOUN,Funktion,Multi-User-Funktionen
259529,Dokumente,NOUN,Dokument,Dokumente
259533,Versionskontrolle,NOUN,Kontrolle,Versionskontrolle
259535,Ein,DET,ein,Ein
259536,SDK,NOUN,unknown,SDK
259537,komplettiert,VERB,komplettieren,komplettiert
259541,stellt,VERB,stellen,stellt
259542,Schnittstellen,NOUN,Stelle,Schnittstellen
259545,Lösungen,NOUN,Lösung,Lösungen
259548,Mit,ADP,mit,Mit
259554,wird,AUX,werden,wird
259558,eigenen,ADJ,eigen,eigenen
259559,Angaben,NOUN,Angabe,Angaben
259564,umfangreichsten,ADJ,umfangreich,umfangreichsten
259565,Produktpalette,NOUN,Palette,Produktpalette
259569,Embedded-Datenbanken,NOUN,Datenbank,Embedded-Datenbanken
259571,Die,DET,die,Die
259573,findet,VERB,finden,findet
259577,Aktienkaufs,NOUN,Kauf,Aktienkaufs
259580,wird,AUX,werden,wird
259585,abgeschlossen,VERB,abschließen,abgeschlossen
259588,Wie,ADV,wie,Wie
259596,erklärte,VERB,erklären,erklärte
259598,will,AUX,wollen,will
259610,Client-Server-Lösung,NOUN,Lösung,Client-Server-Lösung
259613,eigenständige,ADJ,eigenständig,eigenständige
259614,Produkte,NOUN,Produkt,Produkte
259619,hat,AUX,haben,hat
259620,Meldungen,NOUN,Meldung,Meldungen
259621,widersprochen,VERB,widersprechen,widersprochen
259629,US-amerikanischen,ADJ,amerikanisch,US-amerikanischen
259632,genannte,ADJ,nennen,genannte
259636,werde,AUX,werden,werde
259638,Es,PRON,es,Es
259639,handelt,VERB,handeln,handelt
259652,angezeigte,ADJ,anzeigen,angezeigte
259653,Webseiten,NOUN,Webseite,Webseiten
259654,Links,NOUN,Link,Links
259656,kann,AUX,können,kann
259664,vorgesehen,VERB,vorsehen,vorgesehen
259665,hat,AUX,haben,hat
259667,Die,DET,die,Die
259670,sind,AUX,sein,sind
259675,allem,PRON,all,allem
259679,gekommen,VERB,kommen,gekommen
259686,könne,AUX,können,könne
259694,seine,PRON,sein,seine
259695,Webseiten,NOUN,Webseite,Webseiten
259700,seine,PRON,sein,seine
259704,auszubauen,VERB,ausbauen,auszubauen
259706,Smart,X,smart,Smart
259708,seien,AUX,sein,seien
259711,Endbenutzer,NOUN,Benutzer,Endbenutzer
259712,abgeschaltet,VERB,abschalten,abgeschaltet
259716,könne,AUX,können,könne
259723,wolle,AUX,wollen,wolle
259725,Jeder,DET,jede,Jeder
259727,könne,AUX,können,könne
259731,seinen,PRON,sein,seinen
259732,Webseiten,NOUN,Webseite,Webseiten
259741,Wer,PRON,wer,Wer
259747,betreibt,VERB,betreiben,betreibt
259749,muss,AUX,müssen,muss
259757,keine,DET,kein,keine
259760,Neugierige,NOUN,Neugierig,Neugierige
259764,bleibt,VERB,bleiben,bleibt
259766,Das,DET,das,Das
259767,Setup-Programm,NOUN,Programm,Setup-Programm
259768,erzeugt,VERB,erzeugen,erzeugt
259771,Benutzerkonto,NOUN,Konto,Benutzerkonto
259780,leeren,ADJ,leer,leeren
259782,versieht,VERB,versehen,versieht
259784,Einem,DET,einem,Einem
259791,Hunderte,NOUN,Hundert,Hunderte
259793,Servern,NOUN,Server,Servern
259798,wurde,AUX,werden,wurde
259800,dieses,DET,dies,dieses
259805,Damit,ADV,damit,Damit
259806,steht,VERB,stehen,steht
259807,potenziellen,ADJ,potenziell,potenziellen
259808,Angreifern,NOUN,Angreifer,Angreifern
259812,Datenbankinhalt,NOUN,Inhalt,Datenbankinhalt
259819,Auch,ADV,auch,Auch
259820,eigener,ADJ,eigen,eigener
259822,kann,AUX,können,kann
259825,gebracht,VERB,bringen,gebracht
259833,Systemkonto,NOUN,Konto,Systemkonto
259834,läuft,VERB,laufen,läuft
259836,gibt,VERB,geben,gibt
259839,keine,DET,kein,keine
259844,Dateien,NOUN,Datei,Dateien
259850,Ressourcen,NOUN,Ressource,Ressourcen
259852,Um,SCONJ,um,Um
259858,sollten,AUX,sollen,sollten
259859,Administratoren,NOUN,Administrator,Administratoren
259869,widerspricht,VERB,widersprechen,widerspricht
259879,bekannt,ADJ,bekennen,bekannt
259880,gewordenen,ADJ,werden,gewordenen
259882,handele,VERB,handeln,handele
259887,Sicherheitsloch,NOUN,Loch,Sicherheitsloch
259889,Wer,PRON,wer,Wer
259893,angelegte,ADJ,anlegen,angelegte
259894,Administratorkonto,NOUN,Konto,Administratorkonto
259898,eindringe,VERB,eindringen,eindringe
259900,benutze,VERB,benutzen,benutze
259903,normalen,ADJ,normal,normalen
259904,Authentifizierungsprozess,NOUN,Prozeß,Authentifizierungsprozess
259907,Servers,NOUN,Server,Servers
259910,bekannten,ADJ,bekannt,bekannten
259915,sei,AUX,sein,sei
259917,diesem,DET,dies,diesem
259918,Falle,NOUN,Fall,Falle
259925,Forschungsabteilung,NOUN,Abteilung,Forschungsabteilung
259927,ihre,PRON,sein,ihre
259928,Visionen,NOUN,Vision,Visionen
259931,Betriebssystem,NOUN,System,Betriebssystem
259934,nächste,ADJ,NULL,nächste
259936,veröffentlicht,VERB,veröffentlichen,veröffentlicht
259938,Danach,ADV,danach,Danach
259939,ist,AUX,sein,ist
259941,zukünftiges,ADJ,zukünftig,zukünftiges
259942,Betriebssystem,NOUN,System,Betriebssystem
259950,Ressourcen,NOUN,Ressource,Ressourcen
259952,Rechners,NOUN,Rechner,Rechners
259957,lokales,ADJ,lokal,lokales
259964,Vielmehr,ADV,vielmehr,Vielmehr
259965,stelle,VERB,stellen,stelle
259969,hohe,ADJ,hoch,hohe
259970,Abstraktionsebene,NOUN,Ebene,Abstraktionsebene
259978,ist,AUX,sein,ist
259983,globalen,ADJ,global,globalen
259985,bestimmte,ADJ,bestimmen,bestimmte
259986,Daten,NOUN,Datum,Daten
259987,gespeichert,VERB,speichern,gespeichert
259988,sind,AUX,sein,sind
259992,Berechnungen,NOUN,Berechnung,Berechnungen
259994,Programms,NOUN,Programm,Programms
259997,Zukünftige,ADJ,zukünftig,Zukünftige
259998,Betriebssysteme,NOUN,System,Betriebssysteme
259999,müssten,AUX,müssen,müssten
260008,ihre,PRON,sein,ihre
260019,gewollte,ADJ,wollen,gewollte
260020,Änderungen,NOUN,Änderung,Änderungen
260027,Die,DET,die,Die
260029,Experience,NOUN,unknown,Experience
260032,Benutzers,NOUN,Benutzer,Benutzers
260033,müsse,AUX,müssen,müsse
260049,setzt,VERB,setzen,setzt
260052,sollten,AUX,sollen,sollten
260056,Registern,NOUN,Register,Registern
260058,Adressen,NOUN,Adresse,Adressen
260060,Dateien,NOUN,Datei,Dateien
260069,höheren,ADJ,hoch,höheren
260070,Abstraktionsebene,NOUN,Ebene,Abstraktionsebene
260073,Hardware-Hersteller,NOUN,Hersteller,Hardware-Hersteller
260075,Netzbetreiber,NOUN,Betreiber,Netzbetreiber
260076,wird,AUX,werden,wird
260077,diese,DET,dies,diese
260084,ist,AUX,sein,ist
260092,solches,ADJ,solch,solches
260098,erwartender,ADJ,erwarten,erwartender
260101,Rechnern,NOUN,Rechner,Rechnern
260103,Netzen,NOUN,Netz,Netzen
260104,umzusetzen,VERB,umsetzen,umzusetzen
260105,ist,AUX,sein,ist
260107,Einen,DET,einen,Einen
260108,neuen,ADJ,neu,neuen
260109,Namen,NOUN,Name,Namen
260110,wird,AUX,werden,wird
260113,dieses,DET,dies,dieses
260114,Betriebssystem,NOUN,System,Betriebssystem
260122,In,ADP,in,In
260125,ist,AUX,sein,ist
260130,Millennium,NOUN,unknown,Millennium
260135,diesem,DET,dies,diesem
260136,Namen,NOUN,Name,Namen
260137,existiert,VERB,existieren,existiert
260140,Betriebssystem,NOUN,System,Betriebssystem
260147,erwähnten,ADJ,erwähnen,erwähnten
260148,Zielen,NOUN,Ziel,Zielen
260151,gutes,ADJ,gut,gutes
260153,entfernt,VERB,entfernen,entfernt
260154,ist,AUX,sein,ist
260170,stützt,VERB,stützen,stützt
260172,kann,AUX,können,kann
260173,Angreifern,NOUN,Angreifer,Angreifern
260177,Windows-Rechnern,NOUN,Rechner,Windows-Rechnern
260181,ist,AUX,sein,ist
260183,Installationsprogramm,NOUN,Programm,Installationsprogramm
260185,MSDE,NOUN,unknown,MSDE
260195,Benutzerkonto,NOUN,Konto,Benutzerkonto
260198,Datenbankadministrator,NOUN,Administrator,Datenbankadministrator
260201,leeren,ADJ,leer,leeren
260203,anlegt,VERB,anlegen,anlegt
260205,Wie,ADV,wie,Wie
260210,morgigen,ADJ,morgig,morgigen
260212,erscheinenden,ADJ,erscheinen,erscheinenden
260214,berichtet,VERB,berichten,berichtet
260232,Daten,NOUN,Datum,Daten
260239,spezielle,ADJ,speziell,spezielle
260240,Datenbankbefehle,NOUN,Befehl,Datenbankbefehle
260242,lokale,ADJ,lokal,lokale
260249,MSDE,NOUN,unknown,MSDE
260252,Demo-Versionen,NOUN,Version,Demo-Versionen
260254,Business-Anwendungen,NOUN,Anwendung,Business-Anwendungen
260256,Buchführungsprogrammen,NOUN,Programm,Buchführungsprogrammen
260258,Auch,ADV,auch,Auch
260261,Professional-Versionen,NOUN,Version,Professional-Versionen
260268,ist,AUX,sein,ist
260272,wird,AUX,werden,wird
260277,installiert,VERB,installieren,installiert
260279,Ob,SCONJ,ob,Ob
260280,diese,DET,dies,diese
260281,Sicherheitslücke,NOUN,Lücke,Sicherheitslücke
260283,ist,AUX,sein,ist
260285,lässt,VERB,lassen,lässt
260294,DOS-Box,NOUN,Box,DOS-Box
260297,Taucht,VERB,tauchen,Taucht
260303,Portnummer,NOUN,Nummer,Portnummer
260307,besteht,VERB,bestehen,besteht
260310,Um,SCONJ,um,Um
260313,Angriffen,NOUN,Angriff,Angriffen
260315,dieses,DET,dies,dieses
260316,Sicherheitsloch,NOUN,Loch,Sicherheitsloch
260320,sollte,AUX,sollen,sollte
260332,verbindet,VERB,verbinden,verbindet
260336,Firewall-Programm,NOUN,Programm,Firewall-Programm
260340,Zugriffe,NOUN,Zugriff,Zugriffe
260345,unterbindet,VERB,unterbinden,unterbindet
260347,Die,DET,die,Die
260348,beste,ADJ,gut,beste
260350,besteht,VERB,bestehen,besteht
260355,Administratorkennwort,NOUN,Kennwort,Administratorkennwort
260361,MSDE,NOUN,unknown,MSDE
260364,grafisches,ADJ,grafisch,grafisches
260366,mitbringt,VERB,mitbringen,mitbringt
260368,Stattdessen,ADV,stattdessen,Stattdessen
260369,muss,AUX,müssen,muss
260377,"""Binn""-Verzeichnis",NOUN,Verzeichnis,"""Binn""-Verzeichnis"
260379,MSDE-Installation,NOUN,Installation,MSDE-Installation
260382,Mit,ADP,mit,Mit
260385,lässt,VERB,lassen,lässt
260390,Angaben,NOUN,Angabe,Angaben
260392,Herstellers,NOUN,Hersteller,Herstellers
260397,beliebigen,ADJ,beliebig,beliebigen
260404,Das,DET,das,Das
260406,beobachtet,VERB,beobachten,beobachtet
260408,protokolliert,VERB,protokollieren,protokolliert
260409,sämtliche,ADJ,sämtlich,sämtliche
260410,Schreibzugriffe,NOUN,Zugriff,Schreibzugriffe
260415,bietet,VERB,bieten,bietet
260416,umfangreiche,ADJ,umfangreich,umfangreiche
260417,Möglichkeiten,NOUN,Möglichkeit,Möglichkeiten
260424,Damit,ADV,damit,Damit
260425,schützt,VERB,schützen,schützt
260431,fehlerhaften,ADJ,fehlerhaft,fehlerhaften
260432,Softwareinstallationen,NOUN,Installation,Softwareinstallationen
260435,unbeabsichtigtem,ADJ,unbeabsichtigt,unbeabsichtigtem
260438,Dateien,NOUN,Datei,Dateien
260441,Virenbefall,NOUN,Befall,Virenbefall
260443,Eine,DET,eine,Eine
260444,30-Tage-Version,NOUN,Version,30-Tage-Version
260448,kann,AUX,können,kann
260455,Vor,ADP,vor,Vor
260461,großen,ADJ,groß,großen
260463,will,AUX,wollen,will
260465,einige,DET,einig,einige
260466,persönliche,ADJ,persönlich,persönliche
260467,Daten,NOUN,Datum,Daten
260470,Nach,ADP,nach,Nach
260473,Testzeitraums,NOUN,Zeitraum,Testzeitraums
260474,deinstalliert,VERB,deinstallieren,deinstalliert
260481,Die,DET,die,Die
260486,kostet,VERB,kosten,kostet
260490,Registrierte,ADJ,registrieren,Registrierte
260491,Mitglieder,NOUN,Mitglied,Mitglieder
260503,kostenlose,ADJ,kostenlos,kostenlose
260504,Entwicklerlizenz,NOUN,Lizenz,Entwicklerlizenz
260506,Internet-Datenbank,NOUN,Datenbank,Internet-Datenbank
260516,Die,DET,die,Die
260518,erfolgt,VERB,erfolgen,erfolgt
260535,kann,AUX,können,kann
260537,Die,DET,die,Die
260541,diesem,DET,dies,diesem
260542,Wege,NOUN,Weg,Wege
260543,verschenkten,ADJ,verschenken,verschenkten
260544,CDs,NOUN,CD,CDs
260545,ist,AUX,sein,ist
260548,ersten,ADJ,NULL,ersten
260551,begrenzt,ADJ,begrenzen,begrenzt
260555,soll,AUX,sollen,soll
260560,Wochen,NOUN,Woche,Wochen
260563,Die,DET,die,Die
260564,Lizenzbedingungen,NOUN,Bedingung,Lizenzbedingungen
260572,Wirkbetrieb,NOUN,Betrieb,Wirkbetrieb
260575,ist,AUX,sein,ist
260580,Entwicklungszwecke,NOUN,Zwecke,Entwicklungszwecke
260581,vorgesehen,VERB,vorsehen,vorgesehen
260583,Ab,ADP,ab,Ab
260587,Entwicklungsumgebungen,NOUN,Umgebung,Entwicklungsumgebungen
260591,kostenlosen,ADJ,kostenlos,kostenlosen
260595,Von,ADP,von,Von
260600,gibt,VERB,geben,gibt
260602,60-Tage-Testversionen,NOUN,Version,60-Tage-Testversionen
260607,steht,VERB,stehen,steht
260615,Der,DET,der,Der
260619,große,ADJ,groß,große
260622,Delphi,NOUN,unknown,Delphi
260626,enthält,VERB,enthalten,enthält
260628,kompletten,ADJ,komplett,kompletten
260629,Werkzeugsatz,NOUN,Satz,Werkzeugsatz
260636,größten,ADJ,groß,größten
260638,teuersten,ADJ,teuer,teuersten
260642,Pascal-Entwicklungsumgebung,NOUN,Umgebung,Pascal-Entwicklungsumgebung
260646,Die,DET,die,Die
260650,schlägt,VERB,schlagen,schlägt
260657,umfasst,VERB,umfassen,umfasst
260658,IDE,NOUN,unknown,IDE
260662,Komponenten,NOUN,Komponente,Komponenten
260668,Vor,ADP,vor,Vor
260671,eines,PRON,ein,eines
260673,beiden,ADJ,beide,beiden
260674,Programme,NOUN,Programm,Programme
260675,muss,AUX,müssen,muss
260688,anschließend,ADJ,anschließen,anschließend
260694,Nach,ADP,nach,Nach
260697,ist,AUX,sein,ist
260706,Die,DET,die,Die
260707,Programme,NOUN,Programm,Programme
260709,Routinen,NOUN,unknown,Routinen
260714,Tage,NOUN,Tag,Tage
260722,Lizenzbestimmungen,NOUN,Bestimmung,Lizenzbestimmungen
260727,Quelltexten,NOUN,Text,Quelltexten
260729,ausführbaren,ADJ,ausführbar,ausführbaren
260730,Programmen,NOUN,Programm,Programmen
260736,Testversion,NOUN,Version,Testversion
260737,erzeugt,VERB,erzeugen,erzeugt
260738,hat,AUX,haben,hat
260740,Zeitlich,ADJ,zeitlich,Zeitlich
260743,ist,AUX,sein,ist
260748,Die,DET,die,Die
260750,dieser,DET,dies,dieser
260751,Java-Entwicklungsumgebung,NOUN,Umgebung,Java-Entwicklungsumgebung
260752,ist,AUX,sein,ist
260755,Lizenzbedingung,NOUN,Bedingung,Lizenzbedingung
260758,Programme,NOUN,Programm,Programme
260759,eingeschränkt,VERB,einschränken,eingeschränkt
260763,läuft,VERB,laufen,läuft
260771,Je,ADV,je,Je
260774,sind,AUX,sein,sind
260793,Wer,PRON,wer,Wer
260794,seine,PRON,sein,seine
260795,Telefonrechnung,NOUN,Rechnung,Telefonrechnung
260797,will,AUX,wollen,will
260799,kann,AUX,können,kann
260806,CDs,NOUN,CD,CDs
260808,gedruckter,ADJ,drucken,gedruckter
260813,hat,AUX,haben,hat
260814,angekündigt,VERB,ankündigen,angekündigt
260817,Quelltext,NOUN,Text,Quelltext
260821,Fortran-Compiler,NOUN,Compiler,Fortran-Compiler
260824,Open-Source-Lizenz,NOUN,Lizenz,Open-Source-Lizenz
260828,Die,DET,die,Die
260831,Dateien,NOUN,Datei,Dateien
260832,will,AUX,wollen,will
260840,hat,AUX,haben,hat
260843,Softwarehaus,NOUN,Haus,Softwarehaus
260845,beauftragt,VERB,beauftragen,beauftragt
260850,allem,PRON,all,allem
260852,seine,PRON,sein,seine
260855,Werkzeuge,NOUN,Werkzeug,Werkzeuge
260858,Computergrafik,NOUN,Grafik,Computergrafik
260862,gemacht,VERB,machen,gemacht
260863,hat,AUX,haben,hat
260865,Einen,DET,einen,Einen
260866,genauen,ADJ,genau,genauen
260872,Quelltexte,NOUN,Text,Quelltexte
260873,konnte,AUX,können,konnte
260879,Auf,ADP,auf,Auf
260888,neue,ADJ,neu,neue
260891,Produktes,NOUN,Produkt,Produktes
260893,kann,AUX,können,kann
260907,11.0c,NOUN,unknown,11.0c
260910,wird,AUX,werden,wird
260914,bisherige,ADJ,bisherig,bisherige
260920,Fortran,NOUN,Tran,Fortran
260923,soll,AUX,sollen,soll
260925,Erst,ADV,erst,Erst
260930,hoffe,VERB,hoffen,hoffe
260935,ersten,ADJ,NULL,ersten
260936,Quartals,NOUN,Quartal,Quartals
260942,wird,AUX,werden,wird
260944,Quelltext,NOUN,Text,Quelltext
260947,bereitgestellt,VERB,bereitstellen,bereitgestellt
260949,Der,DET,der,Der
260950,traditionsreiche,ADJ,traditionsreich,traditionsreiche
260951,Datenbankhersteller,NOUN,Hersteller,Datenbankhersteller
260954,früher,ADJ,früh,früher
260957,Namen,NOUN,Name,Namen
260959,Gründers,NOUN,Gründer,Gründers
260966,bekannt,ADJ,bekennen,bekannt
260968,hat,AUX,haben,hat
260972,getrennte,ADJ,trennen,getrennte
260973,Firmen,NOUN,Firma,Firmen
260974,aufgeteilt,VERB,aufteilen,aufgeteilt
260976,große,ADJ,groß,große
260977,Teile,NOUN,Teil,Teile
260978,seiner,PRON,sein,seiner
260979,traditionellen,ADJ,traditionell,traditionellen
260980,Produktpalette,NOUN,Palette,Produktpalette
260981,verkauft,VERB,verkaufen,verkauft
260983,Damit,ADV,damit,Damit
260984,wolle,AUX,wollen,wolle
260990,Geschäftsfelder,NOUN,Feld,Geschäftsfelder
